TypeOfWork,IssueYear,geo_point_2d,PostalCode
Addition / Alteration,2023,"49.2680886, -123.1820334",V6R 3K7
New Building,2023,"49.2240375, -123.044239",N/A
New Building,2023,"49.2370706, -123.1646128",V6N 1A2
New Building,2023,"49.2414584, -123.0892489",V5V 2Y6
New Building,2023,"49.2841437, -123.0533357",V5K 1S7
Addition / Alteration,2023,"49.2768619, -123.0351088",V5K 2S5
Addition / Alteration,2023,"49.2662036, -123.103688",V5T 1G8
Addition / Alteration,2022,"49.2860253, -123.1319042",V6E 1H7
New Building,2023,"49.2128832, -123.1253497",V6P 2L4
Addition / Alteration,2022,"49.2805838, -123.1186553",N/A
New Building,2023,"49.2128887, -123.1259006",V6P 2L4
New Building,2023,"49.2128933, -123.1262092",V6P 3V1
Addition / Alteration,2022,"49.2525092, -123.1062597",V5Y 2C1
Addition / Alteration,2023,"49.2607931, -123.078406",V5T 2G4
Addition / Alteration,2023,"49.2823767, -123.1213826",V6Z 3B7
Addition / Alteration,2022,"49.2859596, -123.1138894",V6C 1A1
Addition / Alteration,2023,"49.2459968, -123.0408574",V5R 1P2
Salvage and Abatement,2022,"49.2647304, -123.1896832",V6R 2C2
Addition / Alteration,2023,"49.2698838, -123.1159889",V5Z 4K7
Addition / Alteration,2023,"49.2758119, -123.1209705",N/A
Addition / Alteration,2023,"49.2607372, -123.1541689",V6K 2N2
Salvage and Abatement,2022,"49.2231736, -123.1043545",V5X 1G3
Temporary Building / Structure,2022,"49.2803822, -123.1116466",V6B 1X7
Addition / Alteration,2023,"49.2239823, -123.1146947",V5X 4M7
Addition / Alteration,2023,"49.2580082, -123.110793",V5Y 3L9
Addition / Alteration,2023,"49.2732051, -123.0737354",V5L 3S2
Addition / Alteration,2023,"49.2830994, -123.1079776",V6B 1E4
New Building,2023,"49.24303, -123.1844199",N/A
Addition / Alteration,2023,"49.2457123, -123.0786687",V5V 2P8
New Building,2023,"49.2061641, -123.0554013",V5S 2H7
Addition / Alteration,2023,"49.273378, -123.1008354",V6A 4G2
Addition / Alteration,2022,"49.2725962, -123.1217698",V6Z 2T8
New Building,2023,"49.2447699, -123.0303064",N/A
Demolition / Deconstruction,2023,"49.2763647, -123.0640403",V5L 2H8
Salvage and Abatement,2023,"49.2651693, -123.024288",V5M 2A8
Addition / Alteration,2022,"49.2863299, -123.1233776",V6E 4M3
Salvage and Abatement,2017,"49.2346295, -123.0888808",V5W 3B2
Addition / Alteration,2017,"49.2638656, -123.1714099",V6K 2G8
Demolition / Deconstruction,2018,"49.2553533, -123.1938085",V6S 1E3
Addition / Alteration,2017,"49.2660688, -123.1003442",V5T 3C5
Demolition / Deconstruction,2023,"49.2317485, -123.0752916",V5P 2Y5
Addition / Alteration,2023,"49.2853491, -123.1373063",V6G 3A5
Salvage and Abatement,2023,"49.2587845, -123.0694387",V5N 4C6
New Building,2023,"49.2415503, -123.1609613",V6M 1G8
Demolition / Deconstruction,2017,"49.2191063, -123.0510121",V5S 2A1
Addition / Alteration,2017,"49.2762206, -123.0746582",V5L 3N1
Addition / Alteration,2017,"49.2804467, -123.1226431",V6Z 2M4
Addition / Alteration,2017,"49.2632821, -123.1158831",N/A
New Building,2017,"49.2737944, -123.0376794",V1V 1V1
Demolition / Deconstruction,2023,"49.2337229, -123.0357636",V5R 5K7
Addition / Alteration,2023,"49.2874789, -123.1310171",V6G 1G2
Addition / Alteration,2017,"49.2760968, -123.1192852",V6B 2T4
Addition / Alteration,2017,"49.2654847, -123.2016269",V6R 4P9
Addition / Alteration,2017,"49.2876113, -123.1197519",V6E 2M6
Addition / Alteration,2023,"49.28748, -123.1310583",V6G 1G2
Salvage and Abatement,2023,"49.2267773, -123.0903203",V5W 0A1
Addition / Alteration,2023,"49.288471, -123.1229423",V6E 2R1
New Building,2023,"49.2358894, -123.1789907",V6N 1P6
Addition / Alteration,2022,"49.2349726, -123.0845756",V5W 1K9
Demolition / Deconstruction,2023,"49.247503, -123.10399",V5V 2K2
Addition / Alteration,2022,"49.2859917, -123.1189647",N/A
Addition / Alteration,2023,"49.2590505, -123.1002884",V5T 2K4
Salvage and Abatement,2023,"49.250354, -123.0260209",V5M 2Z7
New Building,2023,"49.2477077, -123.1295071",V6H 2X5
Addition / Alteration,2022,"49.2754224, -123.0592079",V5L 2L9
Addition / Alteration,2023,"49.2857132, -123.1181517",V6C 2B5
Addition / Alteration,2023,"49.2927976, -123.1359391",V6G 1B3
Demolition / Deconstruction,2023,"49.249649, -123.172661",V6L 1V3
New Building,2023,"49.2693807, -123.07454",V5N 1A3
Addition / Alteration,2023,"49.278277, -123.1302888",V6Z 1Z1
Demolition / Deconstruction,2023,"49.2357233, -123.1034069",V5W 2N6
New Building,2023,"49.2477253, -123.1294923",V6H 2X5
Demolition / Deconstruction,2023,"49.211148, -123.1428404",V6P 2R9
Addition / Alteration,2023,"49.2900666, -123.1402864",V6G 2N9
Addition / Alteration,2023,"49.2847635, -123.1136202",V6B 1P1
Addition / Alteration,2023,"49.2359252, -123.1555772",N/A
Addition / Alteration,2023,"49.2678766, -123.1759876",V6K 1V3
Addition / Alteration,2023,"49.261317, -123.1139388",V5Y 1V4
Temporary Building / Structure,2022,"49.2849784, -123.1247121",V6E 3V5
Addition / Alteration,2023,"49.2710815, -123.1556913",V6K 1E9
New Building,2023,"49.243892, -123.1643745",V6L 1Z8
Addition / Alteration,2023,"49.2751554, -123.0637503",N/A
Temporary Building / Structure,2022,"49.286207, -123.1425513",N/A
New Building,2023,"49.2817939, -123.0287324",V5K 1Y3
Addition / Alteration,2023,"49.2374831, -123.0854752",V5W 3H4
New Building,2023,"49.2752826, -123.0637472",N/A
Addition / Alteration,2023,"49.2748418, -123.064255",N/A
Addition / Alteration,2023,"49.274842, -123.0642797",N/A
New Building,2023,"49.2265863, -123.1123641",V5Y 2Y8
Addition / Alteration,2023,"49.2731131, -123.1487103",V6J 3R3
Salvage and Abatement,2023,"49.2627238, -123.1042487",V5T 1V6
Demolition / Deconstruction,2023,"49.2376706, -123.0568902",V5R 3H4
Salvage and Abatement,2023,"49.2376706, -123.0568902",V5R 3H4
Demolition / Deconstruction,2023,"49.2608065, -123.0802322",V5T 2G4
New Building,2023,"49.2447352, -123.068884",V5N 2X6
Addition / Alteration,2023,"49.2853723, -123.123272",V6E 3V7
Addition / Alteration,2023,"49.2683577, -123.0993696",N/A
New Building,2023,"49.26258, -123.1708152",V6K 2M4
Addition / Alteration,2023,"49.242142, -123.1265008",V5Z 2K2
New Building,2023,"49.2382527, -123.1743025",N/A
Addition / Alteration,2023,"49.2279333, -123.031603",V5S 3L4
New Building,2023,"49.2512327, -123.0723055",V5N 3W1
Addition / Alteration,2023,"49.2662707, -123.1549697",V6K 1V6
New Building,2023,"49.2165809, -123.1323643",N/A
Addition / Alteration,2023,"49.2651226, -123.1127769",V5Y 3P2
Demolition / Deconstruction,2023,"49.2210763, -123.0571734",V5S 1V8
Salvage and Abatement,2023,"49.2554439, -123.119661",V5Z 1V9
Demolition / Deconstruction,2023,"49.2430472, -123.1843914",V6S 1Z2
Addition / Alteration,2023,"49.2745852, -123.1206983",V6Z 2R8
Addition / Alteration,2023,"49.2085605, -123.1126751",V5X 2X1
New Building,2023,"49.2165995, -123.0755831",N/A
Salvage and Abatement,2023,"49.244843, -123.081827",V5V 2S7
New Building,2023,"49.2270346, -123.1079161",V5Y 2Y5
New Building,2023,"49.2170343, -123.1041746",N/A
New Building,2023,,N/A
New Building,2023,"49.2196707, -123.0637682",N/A
Addition / Alteration,2023,"49.271989, -123.1470757",V6J 1C7
Addition / Alteration,2023,"49.2660259, -123.1819179",V6R 0E9
Addition / Alteration,2023,"49.2857716, -123.1315076",V6E 2B8
Addition / Alteration,2023,"49.287322, -123.1227525",V6E 4E5
Addition / Alteration,2023,"49.251547, -123.0795787",V5V 3E1
Addition / Alteration,2017,"49.2737526, -123.1033815",V6A 3Z7
New Building,2024,"49.2660271, -123.05325",V5M 1M8
Addition / Alteration,2023,"49.2104083, -123.0564359",V5P 2P8
Addition / Alteration,2023,"49.263592, -123.0783121",V5T 1V3
New Building,2023,"49.2344392, -123.1645675",V6N 3C4
New Building,2023,"49.2207586, -123.0806092",V5X 4G4
Addition / Alteration,2023,"49.222669, -123.1431746",V6P 5C3
Addition / Alteration,2023,"49.2637507, -123.2073171",N/A
Addition / Alteration,2023,"49.2858499, -123.1402303",V6G 2K9
New Building,2024,"49.240738, -123.1832271",V6N 2N4
Addition / Alteration,2023,"49.2617529, -123.0979489",V5T 3J5
Demolition / Deconstruction,2023,"49.2463314, -123.0862378",V5V 4M4
Salvage and Abatement,2023,"49.2463314, -123.0862378",V5V 4M4
Demolition / Deconstruction,2023,"49.2228454, -123.142354",V6P 5B4
New Building,2023,"49.2517237, -123.1889739",V6S 1K9
Addition / Alteration,2023,"49.2873713, -123.1188596",V6E 4M1
Addition / Alteration,2023,"49.2590543, -123.1768542",V6K 3A8
Addition / Alteration,2023,"49.2485655, -123.1026327",V5V 2C1
Addition / Alteration,2023,"49.2833965, -123.117746",N/A
Addition / Alteration,2023,"49.2833965, -123.117746",N/A
Demolition / Deconstruction,2023,"49.2494273, -123.0595781",V5N 2M2
Addition / Alteration,2023,"49.2856281, -123.12845",N/A
Addition / Alteration,2023,"49.2617877, -123.1187451",N/A
Salvage and Abatement,2023,"49.2132415, -123.1304297",V6P 2M4
Demolition / Deconstruction,2023,"49.2287961, -123.1771018",V6N 3P7
Salvage and Abatement,2023,"49.2287961, -123.1771018",V6N 3P7
Addition / Alteration,2023,"49.2584934, -123.0826306",V5T 2L8
Addition / Alteration,2023,"49.2529663, -123.0555766",V5M 2R9
New Building,2023,"49.2304965, -123.1099586",V5Y 2V4
New Building,2023,"49.2302442, -123.1100362",V5Y 2V4
Addition / Alteration,2023,"49.2776585, -123.1190783",V6B 2W7
Addition / Alteration,2023,"49.2390678, -123.0708209",V5P 1A3
Salvage and Abatement,2023,"49.261161, -123.1709704",V6K 2R3
Demolition / Deconstruction,2023,"49.243892, -123.1643745",V6L 1Z8
Demolition / Deconstruction,2023,"49.2481256, -123.0301466",V5R 1J9
Salvage and Abatement,2023,"49.2481256, -123.0301466",V5R 1J9
Demolition / Deconstruction,2023,"49.226155, -123.1097142",V5Y 2Z7
New Building,2023,"49.2536836, -123.1674113",N/A
Addition / Alteration,2023,"49.2857132, -123.1181517",V6C 2B5
Salvage and Abatement,2023,"49.2377248, -123.0827551",V5W 3K8
Addition / Alteration,2024,"49.2613985, -123.1052106",V5Y 1S6
Salvage and Abatement,2023,"49.2605114, -123.0577628",N/A
Addition / Alteration,2023,"49.2822452, -123.1194942",V7Y 1K8
Salvage and Abatement,2023,"49.2406802, -123.1700081",V6N 2M3
Addition / Alteration,2023,"49.28271, -123.0878002",V6A 1H6
Addition / Alteration,2023,"49.2160465, -123.0646561",N/A
Addition / Alteration,2023,"49.2857132, -123.1181517",V6C 2B5
Demolition / Deconstruction,2023,"49.2719406, -123.2113946",V6R 1H8
Salvage and Abatement,2023,"49.2706803, -123.040272",V5K 3K5
Demolition / Deconstruction,2023,"49.2078144, -123.0594269",V5P 2R1
Demolition / Deconstruction,2023,"49.2041033, -123.1214999",V6P 6Y7
Salvage and Abatement,2017,"49.2671773, -123.1634045",V6K 1T1
Addition / Alteration,2017,"49.2706482, -123.1604443",V6K 1G6
New Building,2017,"49.2190879, -123.0509995",V1V 1V1
Addition / Alteration,2017,"49.2648839, -123.1355743",V6H 3V9
New Building,2017,"49.2114316, -123.0988291",V1V 1V1
Demolition / Deconstruction,2017,"49.2727063, -123.1608201",V6K 1B9
Salvage and Abatement,2017,"49.2727063, -123.1608201",V6K 1B9
New Building,2018,"49.2321657, -123.1750711",V6N 3K5
Addition / Alteration,2017,"49.2665202, -123.1575264",N/A
Addition / Alteration,2017,"49.2655176, -123.1339965",V6H 1B8
Addition / Alteration,2017,"49.2833965, -123.117746",V7Y 1K8
New Building,2018,"49.242911, -123.0469179",V5R 3P6
Salvage and Abatement,2017,"49.242911, -123.0469179",V5R 3P6
Demolition / Deconstruction,2018,"49.2623032, -123.2117404",V6R 2R4
Salvage and Abatement,2017,"49.2623032, -123.2117404",V6R 2R4
Salvage and Abatement,2023,"49.2814282, -123.0528486",V5K 1Z2
Addition / Alteration,2023,"49.2849316, -123.0945781",V6A 1A7
Demolition / Deconstruction,2023,"49.2503674, -123.1323091",V6H 1Y6
Salvage and Abatement,2023,"49.2691751, -123.0491204",V5M 1A7
Addition / Alteration,2023,"49.2290718, -123.0992505",V5W 1X3
Addition / Alteration,2023,"49.265895, -123.1462003",V6J 3H9
Demolition / Deconstruction,2023,"49.2512327, -123.0723055",V5N 3W1
New Building,2023,"49.2047028, -123.0313783",N/A
Salvage and Abatement,2023,"49.248735, -123.086183",V5V 4L7
New Building,2023,"49.2731872, -123.0828091",N/A
Addition / Alteration,2023,"49.2522516, -123.1198591",V5Z 3L2
Salvage and Abatement,2023,"49.2116764, -123.0699137",V5P 2M7
Addition / Alteration,2023,"49.2505056, -123.0994077",V5V 1X4
Addition / Alteration,2023,,V5T 0A8
Addition / Alteration,2023,"49.2580312, -123.0952147",V5T 3N4
Demolition / Deconstruction,2023,"49.2432481, -123.066204",V5N 4J2
Salvage and Abatement,2023,"49.2432481, -123.066204",V5N 4J2
New Building,2023,"49.2298019, -123.0340371",V5R 3B4
Addition / Alteration,2023,"49.2424839, -123.0725553",V5N 3W5
Addition / Alteration,2023,"49.2797085, -123.1155703",V6B 6B4
Addition / Alteration,2023,"49.2075647, -123.0674747",V5P 2S7
Addition / Alteration,2023,"49.2833965, -123.117746",V7Y 1K8
New Building,2023,"49.2282703, -123.1049563",V5W 1Z1
Demolition / Deconstruction,2023,"49.2122645, -123.087291",V5X 2N5
Demolition / Deconstruction,2023,"49.2472662, -123.0861654",V5V 4M2
Addition / Alteration,2023,"49.2837368, -123.1156495",V6C 3P1
New Building,2023,"49.2445398, -123.1397823",V6H 3M1
Demolition / Deconstruction,2023,"49.2220471, -123.1821786",V6N 1T8
New Building,2023,"49.2338514, -123.1159773",V5Y 2S6
Addition / Alteration,2023,"49.2811055, -123.1038292",N/A
Addition / Alteration,2023,"49.2829841, -123.1154647",N/A
Addition / Alteration,2023,"49.2658721, -123.1449927",V6J 0E5
Demolition / Deconstruction,2024,"49.2715411, -123.2060465",V6R 4J8
Addition / Alteration,2023,"49.2497065, -123.0733864",N/A
Salvage and Abatement,2023,"49.2350751, -123.1816075",V6N 3E5
New Building,2023,"49.247005, -123.0958499",V5V 3Z4
Salvage and Abatement,2023,"49.2173861, -123.1028488",V5X 1V6
Addition / Alteration,2023,"49.2749458, -123.1251005",V6B 1B1
Addition / Alteration,2023,"49.2883442, -123.1202149",V6E 2J3
Addition / Alteration,2023,"49.2747702, -123.1327239",V6Z 2R1
Addition / Alteration,2023,"49.2841305, -123.1351688",V6G 2B2
New Building,2023,"49.2285189, -123.0847612",V5W 3J3
Addition / Alteration,2023,"49.2342671, -123.0901391",V5W 2Z4
Addition / Alteration,2023,"49.2439164, -123.1012463",N/A
Addition / Alteration,2023,"49.2615608, -123.1176483",N/A
Addition / Alteration,2023,"49.2278646, -123.0261712",V5S 4T8
Addition / Alteration,2023,"49.2763665, -123.1199418",V6B 2R9
Addition / Alteration,2023,"49.2675869, -123.092157",V5T 0H2
Addition / Alteration,2023,"49.2649643, -123.1065131",V5Y 1L4
Addition / Alteration,2023,"49.2803107, -123.1348001",V6E 2A3
Addition / Alteration,2023,"49.2457346, -123.0655524",V5N 2T1
Addition / Alteration,2023,"49.2341743, -123.0591576",V5P 1J6
Addition / Alteration,2023,"49.2796992, -123.1155571",V6B 6B3
Addition / Alteration,2023,"49.2852681, -123.1235027",N/A
Temporary Building / Structure,2023,"49.2785029, -123.0734561",V5L 3R2
Addition / Alteration,2023,"49.2460573, -123.1095321",V5Y 2L7
Addition / Alteration,2023,"49.2141403, -123.1014045",V5X 2E9
Addition / Alteration,2023,"49.2918503, -123.1375784",V6G 2N6
Salvage and Abatement,2023,"49.2556176, -123.1533566",V6J 3Z5
Addition / Alteration,2023,"49.2778132, -123.1161004",V6B 2P4
Addition / Alteration,2023,"49.274307, -123.12716",V6Z 2X6
New Building,2023,"49.2540678, -123.0955452",V5V 1J6
New Building,2018,"49.2442855, -123.0772068",V5V 4Z1
Addition / Alteration,2017,"49.2114876, -123.1400202",V6P 4Z4
New Building,2018,"49.264519, -123.2127886",V1V 1V1
New Building,2023,"49.256759, -123.1886414",V6S 1B4
Addition / Alteration,2024,"49.2200427, -123.0641976",V5P 1Y7
Addition / Alteration,2023,"49.2086644, -123.0859308",N/A
Addition / Alteration,2023,"49.2851531, -123.1130325",V6B 4W4
Salvage and Abatement,2017,"49.2090378, -123.0666359",V5P 4A8
Addition / Alteration,2023,"49.2115052, -123.1560054",V6P 6H1
Addition / Alteration,2023,"49.2840284, -123.0935618",N/A
Addition / Alteration,2023,"49.2768052, -123.0879511",V6A 2G8
Salvage and Abatement,2017,"49.2488804, -123.1295719",V6H 1Z4
Addition / Alteration,2017,"49.2750246, -123.1219764",V6B 2S2
Demolition / Deconstruction,2017,"49.2369427, -123.1162491",V1V 1V1
Addition / Alteration,2020,"49.255374, -123.0962189",V5V 1B1
New Building,2023,"49.2464643, -123.059601",V5N 2X2
New Building,2024,"49.2866856, -123.0469085",N/A
New Building,2023,"49.2639536, -123.1996486",V6R 2H2
Addition / Alteration,2023,"49.2648653, -123.1233623",V5Z 4C1
Addition / Alteration,2024,"49.2569902, -123.1847266",V6S 2C1
Demolition / Deconstruction,2023,"49.2816578, -123.1005788",V6A 1N5
Addition / Alteration,2023,"49.2865408, -123.1123825",V6C 1S4
Addition / Alteration,2023,"49.2681931, -123.1863822",V6R 4N6
Addition / Alteration,2023,"49.2344461, -123.1747813",V6N 3C9
Addition / Alteration,2023,"49.2890074, -123.0421261",V5K 1H8
Addition / Alteration,2023,"49.2812339, -123.0615444",N/A
Addition / Alteration,2023,"49.2495868, -123.0740574",V5N 2R6
Addition / Alteration,2023,"49.2391325, -123.1638964",V6N 2P5
New Building,2023,"49.2710815, -123.0368387",V5K 3H9
Salvage and Abatement,2023,"49.2445398, -123.1397823",V6H 3M1
Addition / Alteration,2023,"49.2884502, -123.1323178",V6G 1G4
Addition / Alteration,2023,"49.2212748, -123.100067",V5X 1K8
Addition / Alteration,2023,"49.251462, -123.1600665",V6L 2K6
Salvage and Abatement,2023,"49.2205253, -123.06042",V5P 1Y8
Addition / Alteration,2023,"49.2259531, -123.0911543",V5W 3A6
Demolition / Deconstruction,2023,"49.2525584, -123.1726623",V6L 1M8
Salvage and Abatement,2023,"49.2525584, -123.1726623",V6L 1M8
Addition / Alteration,2023,"49.2319662, -123.1191819",V5Z 2M9
New Building,2024,"49.216083, -123.1265241",N/A
Addition / Alteration,2023,"49.2402493, -123.0392053",V5R 3Y9
Addition / Alteration,2023,"49.2049712, -123.1260013",N/A
Addition / Alteration,2023,"49.2845996, -123.1247803",N/A
Addition / Alteration,2023,"49.2613093, -123.0941852",V5T 2A1
Temporary Building / Structure,2023,"49.2722663, -123.1242636",V6Z 0A9
Salvage and Abatement,2023,"49.2632242, -123.051546",V5M 1W4
Salvage and Abatement,2023,"49.2398224, -123.1923309",V6N 2S7
Demolition / Deconstruction,2017,"49.2572116, -123.1883805",V6S 2H5
Salvage and Abatement,2017,"49.2570403, -123.1883771",V6S 2H5
Salvage and Abatement,2017,"49.2572116, -123.1883805",V6S 2H5
New Building,2017,"49.2427312, -123.0813472",V1V 1V1
Salvage and Abatement,2017,"49.2426074, -123.1765227",V6N 2G8
Addition / Alteration,2017,"49.2861658, -123.1256693",V6E 3Z3
New Building,2018,"49.2206574, -123.0955351",V1V 1V1
Addition / Alteration,2017,"49.2387774, -123.0654906",N/A
New Building,2018,"49.213901, -123.0921837",V1V 1V1
Salvage and Abatement,2017,"49.2227967, -123.1215626",V6P 1K5
Addition / Alteration,2017,"49.2380371, -123.1558215",V6M 3W4
Salvage and Abatement,2023,"49.26258, -123.1708152",V6K 2M4
Addition / Alteration,2023,"49.2802087, -123.1066613",V6B 6N9
New Building,2023,"49.2617417, -123.2088345",V6R 2R2
Addition / Alteration,2017,"49.2747808, -123.1341386",V6Z 2M3
Addition / Alteration,2017,"49.2594631, -123.156747",V6K 2V9
Addition / Alteration,2017,"49.2532382, -123.1417184",V6J 2T1
Salvage and Abatement,2017,"49.2645276, -123.2127744",V6R 2E4
Addition / Alteration,2023,"49.2255269, -123.0658346",N/A
Addition / Alteration,2023,"49.2654562, -123.1606385",V6K 1Y7
Addition / Alteration,2023,"49.2301228, -123.0378468",V5R 4H9
New Building,2023,"49.2239378, -123.0461892",V5S 2X9
Demolition / Deconstruction,2023,"49.2509132, -123.0602256",V5N 4Y8
Addition / Alteration,2023,"49.2897919, -123.1224892",V6C 3R1
Addition / Alteration,2023,"49.2247353, -123.0658735",N/A
Addition / Alteration,2023,"49.2826616, -123.1405782",V6G 2G1
Addition / Alteration,2023,"49.2293782, -123.1635863",V6N 3N5
Addition / Alteration,2023,"49.2551367, -123.1017966",V5V 3M8
Addition / Alteration,2023,"49.2833965, -123.117746",V7Y 1K8
Addition / Alteration,2024,"49.2567818, -123.1354015",V6H 1T7
