Coordinates,Count
"49.2418543562378, -123.155803195791",1
"49.2622763848542, -123.044737929054",6
"49.2251270218989, -123.091157784013",1
"49.2752341685175, -123.069910769136",3
"49.2344336459865, -123.173349509932",5
"49.2266494533401, -123.091133802696",1
"49.2019208716218, -123.134068762458",2
"49.26275672178, -123.087824119507",9
"49.2184673746152, -123.091326758083",2
"49.2691892689394, -123.133250761335",1
"49.2461789796141, -123.089816124195",3
"49.2343316429042, -123.158058269218",1
"49.2691388105244, -123.049700310226",1
"49.2643709244724, -123.17087091833",10
"49.2681413076609, -123.171467424008",2
"49.2767111749742, -123.126265925175",1
"49.2767598254432, -123.126195933148",1
"49.2641127240029, -123.186244430158",3
"49.2663886213734, -123.089412467795",1
"49.266391901424, -123.089822498836",1
"49.2663926934697, -123.089960641489",1
"49.2663972702216, -123.089278740722",1
"49.2665928811549, -123.090249659895",1
"49.2492529455908, -123.176348220659",1
"49.269285201159, -123.187362812937",1
"49.2818495027595, -123.090538508538",1
"49.2807177452074, -123.074298328468",2
"49.2531238373747, -123.188415982927",1
"49.2796728537602, -123.130710247833",2
"49.2272132172026, -123.090292803427",3
"49.258477798187, -123.152699596328",1
"49.2627900015047, -123.09183062816",7
"49.2450023376084, -123.024233346325",2
"49.2597203908269, -123.115945275512",1
"49.2597258169931, -123.116363765414",1
"49.2471156116528, -123.100771838733",4
"49.263292538284, -123.100610221939",3
"49.2616972223228, -123.100618166435",5
"49.2817264465154, -123.065224315393",1
"49.2634781056397, -123.101417035282",14
"49.2679996602025, -123.069282038927",1
"49.2633795780173, -123.144264619103",1
"49.2843487877882, -123.110050330193",4
"49.2633214409795, -123.141288205783",3
"49.2647390881092, -123.115675482761",3
"49.271047394271, -123.069131945241",2
"49.2782052648677, -123.070228850774",1
"49.2689146728046, -123.104224697934",2
"49.2627613550632, -123.088212791473",1
"49.2622371421283, -123.038049905932",1
"49.2814071763152, -123.027354374003",13
"49.2626613300488, -123.075981344265",1
"49.2626616414043, -123.076177875312",1
"49.2652935337401, -123.103579174902",2
"49.2635507653987, -123.105961522047",1
"49.2576237533019, -123.12682456968",1
"49.263031503277, -123.12228591787",1
"49.2734024894883, -123.076277804978",3
"49.2487018825722, -123.119312381616",1
"49.2667750932334, -123.10738711356",1
"49.2643664975424, -123.138117025994",4
"49.2631101616252, -123.206434243703",1
"49.2687317673242, -123.049704011421",2
"49.2436086941022, -123.102245513097",1
"49.2790385756002, -123.090212243407",1
"49.2451731007544, -123.04410230159",1
"49.2698127062549, -123.063470589194",1
"49.2584571072284, -123.079948925984",1
"49.2808508345756, -123.02471529324",3
"49.2808508727513, -123.024578486628",3
"49.2348456359001, -123.156303225949",2
"49.2657041370694, -123.137741501808",1
"49.2421561962501, -123.044946507452",1
"49.2275352411131, -123.090301081614",1
"49.2681424175175, -123.170730084719",3
"49.2763065652948, -123.058391570436",1
"49.2500979203375, -123.152570294627",3
"49.2592779512189, -123.11537124838",1
"49.2679996602025, -123.069282038927",5
"49.2815215368942, -123.068700452211",9
"49.2462575089645, -123.068158639651",6
"49.2760586554125, -123.22347497948",2
"49.2618388019901, -123.105188790002",1
"49.2673521750313, -123.142036001463",1
"49.2039659517174, -123.130026070702",1
"49.2808691677417, -123.050251390611",3
"49.2670879530048, -123.10303317632",3
"49.2649320653005, -123.14981672048",1
"49.2687437119851, -123.055589186857",1
"49.2687435747337, -123.055312877429",2
"49.2788273978126, -123.076533223992",1
"49.277441908383, -123.100795938203",4
"49.261797032005, -123.092267882752",3
"49.2812596381767, -123.080662340446",6
"49.2836036146901, -123.088202402237",3
"49.2836241498365, -123.088403604047",3
"49.2832806793042, -123.090493704673",4
"49.2609186910803, -123.102618062923",1
"49.2688098985469, -123.183033515217",1
"49.264883796272, -123.125225144108",1
"49.2493833551109, -123.076540945766",1
"49.2528918490473, -123.08334482917",1
"49.2565821069402, -123.047299280572",1
"49.2850346096607, -123.051715343148",1
"49.2344931459098, -123.185614560407",1
"49.264386197068, -123.172090001263",4
"49.2685246610611, -123.100340717367",6
"49.2675326350174, -123.153108762036",1
"49.2678474418523, -123.048899818705",1
"49.2691587837305, -123.047180713915",1
"49.2647833576642, -123.190457212892",1
"49.2340886323905, -123.138449161132",2
"49.2607391512863, -123.096796424886",3
"49.2476510408195, -123.041936773914",1
"49.2473124768365, -123.042969110291",1
"49.2624886941666, -123.033297537492",2
"49.2594068485818, -123.083160491156",1
"49.2640207340481, -123.178660009378",8
"49.2806740907343, -123.034889910875",1
"49.2772051899224, -123.044405080517",1
"49.2818339650959, -123.08971197273",2
"49.2534872952847, -123.08229275547",1
"49.2621881154699, -123.092516846364",3
"49.242534640794, -123.04990610717",1
"49.2676957119667, -123.163366134173",1
"49.2633739430575, -123.113979566997",5
"49.2768692313641, -123.062784542914",1
"49.2763314631679, -123.060164066935",1
"49.2708574173349, -123.098631957802",2
"49.2349224585296, -123.148122061839",1
"49.2777769692324, -123.092269187667",1
"49.2592133658735, -123.11474771085",2
"49.2403840625757, -123.034598584949",1
"49.2462250572548, -123.068715276494",1
"49.2788244352528, -123.032143250073",1
"49.2808444768038, -123.090186732416",7
"49.2779606069229, -123.076813660512",10
"49.2781422931464, -123.076838415282",10
"49.2552967230137, -123.181637099542",1
"49.2430390139925, -123.16294148732",1
"49.2663836889932, -123.038237007682",1
"49.2684499804677, -123.072302053206",1
"49.2684472407525, -123.071978977799",1
"49.280549886333, -123.072053842243",2
"49.2350558180233, -123.138653299238",1
"49.2680395221559, -123.163553663164",2
"49.2723972369624, -123.070432392706",2
"49.2676905891296, -123.163172027115",1
"49.2197749842073, -123.068093582282",1
"49.253391729634, -123.083509349138",6
"49.2501180220829, -123.077633189446",1
"49.2833141780399, -123.097375483555",1
"49.2609087453656, -123.093921085056",1
"49.2718301970434, -123.062473172693",1
"49.2815810427063, -123.097053258713",13
"49.2494782465835, -123.07653970465",2
"49.250799883525, -123.187880470728",1
"49.2482307890857, -123.116692128887",1
"49.2672370826335, -123.084637985953",1
"49.2826621327886, -123.107958569367",1
"49.243829105033, -123.100925129296",4
"49.2680931764338, -123.168123875921",4
"49.2481543915142, -123.068242675957",1
"49.2607281420652, -123.070564465564",1
"49.2532116478658, -123.099654126819",1
"49.2771663984276, -123.086735917245",1
"49.2785760625797, -123.086589256229",1
"49.2794814155632, -123.086856926245",2
"49.2362709517931, -123.108353017882",1
"49.2823320556116, -123.086610420954",3
"49.2818417259384, -123.090130664806",3
"49.2777198221827, -123.088791236098",1
"49.266625380048, -123.07103448878",1
"49.2499617846915, -123.098062662804",1
"49.2364657518975, -123.026623406505",2
"49.276951052472, -123.095759035058",5
"49.2565943305588, -123.057838506077",1
"49.2818703948437, -123.108161065272",4
"49.281895183964, -123.108316408643",4
"49.281935837475, -123.07078569049",5
"49.2586266656988, -123.186363499963",1
"49.2689874288639, -123.167514566075",1
"49.2623054945009, -123.046845760957",1
"49.2339802448128, -123.112460273648",1
"49.261618049991, -123.16806089338",1
"49.262095066543, -123.167565124155",1
"49.2647244979342, -123.170524667185",1
"49.2464727192443, -123.041863531772",1
"49.2509212984565, -123.027062209761",1
"49.2138784164391, -123.116466770408",1
"49.2824692788471, -123.096053998098",4
"49.2474543562897, -123.090569226125",3
"49.2815793313946, -123.096948758278",3
"49.281713296669, -123.083367788125",9
"49.2809629360447, -123.095795662796",5
"49.2734378572578, -123.081049551446",3
"49.2487405664807, -123.042069729099",1
"49.2700468901076, -123.147206354239",1
"49.2536349515217, -123.120027358721",3
"49.2495015430891, -123.090571005953",1
"49.2316214262595, -123.065979861101",1
"49.2805269509292, -123.060387660965",1
"49.2542437112843, -123.082797864084",1
"49.2835027478657, -123.110529716451",1
"49.2824813223498, -123.096702327678",2
"49.2824599068743, -123.071905101629",2
"49.2594910457826, -123.100723959039",2
"49.2517771118986, -123.117358903716",1
"49.2564524326704, -123.109980023209",1
"49.2806632849535, -123.100966340736",1
"49.256590799451, -123.069472099213",1
"49.2832680917139, -123.11445565277",4
"49.271494955504, -123.065112109557",1
"49.2352548390061, -123.155970425426",1
"49.2507349517993, -123.116568342966",2
"49.2796140034392, -123.121070316126",8
"49.2640110141904, -123.082791210041",2
"49.2147801120383, -123.10390677763",1
"49.2825719605141, -123.080122088974",2
"49.2842801539326, -123.107083095743",4
"49.2446945003313, -123.06490440701",1
"49.2448213153577, -123.064936036459",1
"49.2566478925146, -123.183222618828",1
"49.2517264951396, -123.089577524981",1
"49.2554177961313, -123.03426954558",2
"49.2824653903092, -123.095862179974",2
"49.2854911024877, -123.134204871605",3
"49.2834066506558, -123.110380986573",1
"49.2694371919518, -123.069997797855",2
"49.2748906959087, -123.1311726375",1
"49.2688848491485, -123.186011540296",1
"49.2640471503248, -123.184223663714",4
"49.281801203998, -123.049896097316",1
"49.2110108323719, -123.106224498637",1
"49.2768712138735, -123.091424603159",1
"49.2606979280245, -123.066561207423",1
"49.2816313268063, -123.114983700458",1
"49.2572137200242, -123.117875660971",1
"49.2545150909198, -123.185554922563",1
"49.2691578051636, -123.181500111035",1
"49.2805047643426, -123.057160147212",1
"49.2904046465267, -123.131287793592",2
"49.2817242539799, -123.103340789908",6
"49.2452422429279, -123.16462438228",1
"49.2815958303295, -123.097789964874",4
"49.2539212015562, -123.085349929595",1
"49.2751974657235, -123.122801426708",2
"49.2803561736485, -123.121955345224",4
"49.272339730565, -123.062438197536",1
"49.2774680600393, -123.126312429854",8
"49.2507312986826, -123.076527447293",7
"49.2836727728734, -123.091187968368",1
"49.2818899628003, -123.067830071741",1
"49.270184197146, -123.062082894598",1
"49.2814106301344, -123.050318626177",2
"49.2346520103468, -123.139126149994",1
"49.2629633487172, -123.118818136181",2
"49.2808705892416, -123.051071462238",4
"49.2808393271707, -123.089869097922",1
"49.2523591077693, -123.081260267821",5
"49.2653482639991, -123.070439265594",1
"49.2760391086875, -123.126471448156",1
"49.2621525871775, -123.087964049327",9
"49.2631776704313, -123.156179142803",1
"49.2484106636951, -123.184866967755",10
"49.2644853231097, -123.177026610472",1
"49.2431438551372, -123.101757700259",5
"49.2823178755542, -123.105053401841",3
"49.2541204436888, -123.083481349216",1
"49.2571976856177, -123.056140458697",3
"49.2649810773847, -123.108258570849",3
"49.2815044782304, -123.092835434106",15
"49.2802457092402, -123.100161872406",5
"49.2649252665963, -123.110646764152",1
"49.2650230274431, -123.110476544553",1
"49.281698830816, -123.102900418024",4
"49.2837020477904, -123.092820309221",1
"49.2292991957415, -123.090275438975",2
"49.2507060531455, -123.114922235671",1
"49.262714255573, -123.127955265991",1
"49.2844700200366, -123.108389865525",2
"49.2673509578894, -123.141935792075",1
"49.2682961948695, -123.146665288112",1
"49.2825656740437, -123.079456034181",1
"49.2793020489037, -123.123544837092",16
"49.2617052830865, -123.097105701135",4
"49.247321827907, -123.10152121755",1
"49.2473955856515, -123.101524803805",1
"49.2824259356852, -123.12530306591",1
"49.2819922450634, -123.076258685846",1
"49.2793083395538, -123.076823288042",3
"49.203655318634, -123.129912700377",1
"49.2112132641455, -123.101705164921",1
"49.2439307846632, -123.063319954393",1
"49.2800743403276, -123.074280835379",1
"49.2673291282903, -123.140299322573",2
"49.2050691574352, -123.128122611431",1
"49.2259451026656, -123.09118387311",2
"49.2717860510135, -123.07504558445",1
"49.2627911225465, -123.132689763504",1
"49.2340018109989, -123.11679797759",1
"49.2737923058509, -123.075647123148",1
"49.258706345189, -123.139171404887",2
"49.2736517516671, -123.076934353235",3
"49.2342518426862, -123.15458404525",2
"49.2643978041361, -123.175626783264",1
"49.2809496761338, -123.095209182237",6
"49.2641900038328, -123.135633015495",2
"49.2641947115587, -123.135837001041",2
"49.2801130154753, -123.077411642811",1
"49.2596207701221, -123.096943753321",2
"49.2598246120283, -123.070530385212",1
"49.2791527892891, -123.07455221656",1
"49.2791578528583, -123.074928807687",1
"49.2837270476352, -123.094162775626",1
"49.2686037653596, -123.111627492758",3
"49.2688471244959, -123.111129760229",3
"49.2348994640575, -123.159142461007",1
"49.2626156365514, -123.070027182777",4
"49.2837878343129, -123.109212229073",10
"49.2655998618756, -123.140093038964",2
"49.2508501379202, -123.077815279951",13
"49.2787905044321, -123.074794956188",1
"49.2526635468004, -123.08037910764",3
"49.2906805660805, -123.130069137023",1
"49.2808069047285, -123.110498928801",3
"49.2679742523053, -123.159448307434",2
"49.2698105458403, -123.063194463634",1
"49.2778760842338, -123.075012354652",2
"49.2764175963892, -123.071638360635",7
"49.2845389835632, -123.063335992418",5
"49.263714793455, -123.128124878031",1
"49.26202647249, -123.072900271099",4
"49.2265552542134, -123.066101229021",2
"49.2267063584815, -123.066097996996",2
"49.2323709778145, -123.06595706868",10
"49.2911517774697, -123.134385182073",2
"49.2622492652099, -123.042348701746",1
"49.2696980331894, -123.056159796246",6
"49.2074805677845, -123.148421792878",1
"49.2818198789341, -123.058894195682",1
"49.2818211215008, -123.05910319231",1
"49.2818214645253, -123.059311500386",1
"49.2795678882346, -123.066273711394",1
"49.2855733472828, -123.112846584406",2
"49.2856166131346, -123.112875160924",2
"49.2722038683923, -123.076960544155",5
"49.2751673257903, -123.076863943062",6
"49.2775879072222, -123.080941496506",2
"49.2808655549726, -123.056990071451",2
"49.2665577297341, -123.068391363585",1
"49.2835671017106, -123.13552696784",1
"49.2763402450273, -123.062664028793",1
"49.2474623033572, -123.069457257135",5
"49.2662688777232, -123.101302977934",6
"49.236084225037, -123.155872839291",4
"49.2845377929528, -123.062199338578",26
"49.2680001688161, -123.103592497238",1
"49.2636842694128, -123.163171296894",4
"49.2836528842254, -123.111896449933",6
"49.2903800177662, -123.134355566427",1
"49.2598916659255, -123.077771029102",1
"49.2598948415432, -123.078170450284",1
"49.2824928055692, -123.100066200696",14
"49.2711590524319, -123.088031281917",3
"49.265836030585, -123.070066488038",4
"49.2640650098774, -123.207940542759",2
"49.2817024724816, -123.103716921069",5
"49.234235009097, -123.153392202463",5
"49.2773695727451, -123.075965054846",3
"49.2807021073879, -123.103327929603",8
"49.2807046792247, -123.103469539765",8
"49.2397207587205, -123.034279386514",1
"49.282440789197, -123.137142748198",1
"49.2817878062876, -123.107722215045",9
"49.2807101693791, -123.10385713236",4
"49.2668150799575, -123.10038039772",1
"49.2632480642038, -123.105975154469",2
"49.2743228089349, -123.148563524756",1
"49.2786668792985, -123.065907982055",1
"49.2796245941935, -123.123059613027",15
"49.2796732470916, -123.12298548901",15
"49.2839293847425, -123.101892998304",3
"49.275076841973, -123.076865795896",2
"49.2677242260191, -123.143759400485",1
"49.2428831793232, -123.045619671016",1
"49.280723787617, -123.121392540916",8
"49.258766259071, -123.100772605815",8
"49.2832417716206, -123.067051004061",1
"49.2510637811954, -123.077094178534",6
"49.283333646843, -123.093971051368",5
