Bikeway_Type,Year of Construction,Geom
Painted Lanes,2010.0,"[-123.1853067605657, 49.23690660008156], [-123.18530750216888, 49.23643799120051]"
Painted Lanes,2010.0,"[-123.10610330988428, 49.27021670084071], [-123.10653387276953, 49.270224572142446], [-123.1065339208801, 49.270224571198575]"
Protected Bike Lanes,1990.0,"[-123.10643938387796, 49.27575019745925], [-123.10639474792724, 49.27573789807081], [-123.10621199951775, 49.275734476218624], [-123.10525574680112, 49.275722757988056], [-123.1051281872674, 49.27571360637362], [-123.10486458316086, 49.27569468885574], [-123.10486454328225, 49.27569468439434], [-123.10333888735009, 49.275672326013684], [-123.10324235161701, 49.275641924921416], [-123.10319678072432, 49.27557841643241]"
Protected Bike Lanes,2017.0,"[-123.14563255678752, 49.26759573260053], [-123.14562978360591, 49.26715836148542]"
Protected Bike Lanes,1993.0,"[-123.02608800404121, 49.29102339346531], [-123.02608796555347, 49.29102342855514], [-123.02596565680724, 49.29154624493771], [-123.0260357596898, 49.29158822216986], [-123.02603044463231, 49.29182636842573], [-123.02603986984775, 49.292125256560915], [-123.02604236915221, 49.292204463771114], [-123.02604255650476, 49.2922102880944], [-123.02606330963009, 49.29286859589431]"
Protected Bike Lanes,2006.0,"[-123.11347818196901, 49.281726051198866], [-123.1139631506717, 49.28204068038898]"
Protected Bike Lanes,2006.0,"[-123.11421496659341, 49.28220336320822], [-123.11444927637942, 49.282354701906236]"
Painted Lanes,2003.0,"[-123.1199710332963, 49.27440392609469], [-123.1196527699645, 49.27447368097795], [-123.11960722250704, 49.27448101243923], [-123.1195615197823, 49.27448781422654], [-123.1195155283876, 49.27449406488925], [-123.11946951801664, 49.274499863095215], [-123.11942327952232, 49.274505132601476], [-123.11940073194236, 49.27450738671019], [-123.11937692538032, 49.27450976714834], [-123.11933045741422, 49.27451395203468], [-123.1192838754083, 49.27451759730867], [-123.11927955666746, 49.27451791749814]"
Painted Lanes,2003.0,"[-123.11593361143683, 49.27401931682331], [-123.11590907732048, 49.27401918851864], [-123.11589957352749, 49.27401913058789], [-123.11584900541828, 49.27401945115488], [-123.11579844680132, 49.27402030330597], [-123.11574789242219, 49.274021792290156], [-123.11572760583223, 49.274022644665266], [-123.11569745224412, 49.27402391170067], [-123.11566213083053, 49.27402571011989], [-123.11564700900777, 49.2740264889474], [-123.11559668817337, 49.274029677722616], [-123.1155805102196, 49.274030908257025], [-123.11554636470201, 49.27403350603654], [-123.11551911155364, 49.274035832456875], [-123.1154962704791, 49.274037782959375], [-123.11547802353006, 49.274039607431014], [-123.1154462906563, 49.2740427793614], [-123.11539635722453, 49.274048219158324], [-123.11539631049563, 49.27404822460212], [-123.1153466741068, 49.27405430004086], [-123.11530472818991, 49.274059836168455], [-123.11516885378325, 49.27408845764559]"
Painted Lanes,2010.0,"[-123.1184367390058, 49.24108393772205], [-123.11927761583044, 49.241115558920384]"
Painted Lanes,2005.0,"[-123.14680514471308, 49.241983081854926], [-123.14700874949783, 49.24198670709218]"
Painted Lanes,2010.0,"[-123.18532082597574, 49.235701845940966], [-123.18533055815753, 49.235203127113905]"
Protected Bike Lanes,1995.0,"[-123.10602183137394, 49.22385678246824], [-123.106029205611, 49.223641419980595]"
Protected Bike Lanes,1995.0,"[-123.106029205611, 49.223641419980595], [-123.10603728794867, 49.223405292155746], [-123.1060513956317, 49.22295893484533], [-123.10605139828402, 49.222958890766066]"
Protected Bike Lanes,1990.0,"[-123.19356200654966, 49.27176777750777], [-123.1927089448805, 49.27172135884834], [-123.19260070658859, 49.27169925371527], [-123.1913763138671, 49.27144918601209], [-123.19122302339852, 49.27116541999216]"
Protected Bike Lanes,1990.0,"[-123.13623206653764, 49.27730955847863], [-123.13632359339844, 49.277427077880304], [-123.13685924122456, 49.27774984499791], [-123.1376433870422, 49.27855606769871], [-123.1376566981454, 49.278613699278026], [-123.13764270875741, 49.278678917534236], [-123.1375994080945, 49.27876287708049], [-123.13760318514692, 49.278816832891046], [-123.13764325810867, 49.278876320685825], [-123.13772350121751, 49.27894961137818], [-123.13777321143579, 49.27896284520039], [-123.13787417021966, 49.27898972202493], [-123.13804795926833, 49.27902674649343], [-123.13819652759216, 49.27908592541975], [-123.13834401003102, 49.279162281757074], [-123.13855126921595, 49.2793701396867], [-123.1388964819829, 49.27965067808046], [-123.13936357827977, 49.27985516084966], [-123.13943276354799, 49.27990427653475], [-123.13946478265404, 49.27996769080744], [-123.13946479788714, 49.27996772946834], [-123.13956302118095, 49.28035042512137], [-123.13956303914888, 49.28035045838183], [-123.13959335954081, 49.280405189818225], [-123.13965153216411, 49.280449276872304], [-123.14025965420947, 49.28088462129128], [-123.14035711089761, 49.280945933741236], [-123.14040679363808, 49.28102941252305], [-123.1404317138252, 49.28106644418207], [-123.14044564197133, 49.28108288033851], [-123.14046163259094, 49.28110175168002], [-123.14053317851183, 49.28115901435971], [-123.14055913471007, 49.281179777846624], [-123.1406716953759, 49.28124853315657], [-123.14075654118776, 49.28130707031301], [-123.14083083448266, 49.281371425757335], [-123.14083087308633, 49.281371462590506], [-123.14092709900555, 49.28147989460587], [-123.14093538182422, 49.28148667226647], [-123.14095266825672, 49.28150081858946], [-123.14113792822266, 49.281583432664156], [-123.14143399196749, 49.28183730681803], [-123.14149489251346, 49.2821541522054], [-123.14149889392873, 49.28220228860241], [-123.14150299565189, 49.2822513603746], [-123.14150300674177, 49.28225139184415], [-123.14156002487634, 49.28234137183933], [-123.14156004972124, 49.28234140509105], [-123.14196302748111, 49.2827702640557], [-123.1421228879415, 49.282940388537796]"
Protected Bike Lanes,2009.0,"[-123.14045380320984, 49.273766884995716], [-123.14014090454307, 49.27382418379276], [-123.13971427697182, 49.273844210110795], [-123.13958593079774, 49.2739051790217], [-123.1395423024782, 49.27392589637187], [-123.1394780752766, 49.2740584137199], [-123.13947807674772, 49.27405844789984], [-123.13955784552071, 49.27440837335473], [-123.13968095450545, 49.27456820046541], [-123.13968758315909, 49.27457679635179]"
Painted Lanes,2010.0,"[-123.10941085493423, 49.27027706833496], [-123.1095499280689, 49.27027895238454], [-123.10956568326976, 49.27027911734962], [-123.10958268624961, 49.27027910122524], [-123.109591896058, 49.270278952165256], [-123.10960036776387, 49.270278840684945], [-123.10961793585359, 49.270278262719124], [-123.10963573157376, 49.27027743176968], [-123.10965330540739, 49.270276344664964], [-123.1096702011018, 49.270275060306965], [-123.10968718419626, 49.27027351590233], [-123.10969587693604, 49.270272656704435], [-123.1097046356425, 49.2702717902471], [-123.10971642136181, 49.27027032183478], [-123.10972208611003, 49.27026962382558], [-123.10973884078653, 49.270267359115074], [-123.10975596462221, 49.27026481520042], [-123.10977319216069, 49.27026192486968], [-123.10977324575184, 49.27026191582357], [-123.10978996152745, 49.27025884877115], [-123.10980648720084, 49.27025560199309], [-123.10982327067816, 49.27025207251846], [-123.10983992552437, 49.270248188752966], [-123.10984697078933, 49.27024642169551], [-123.10987222640064, 49.27023988426133], [-123.1098879576564, 49.2702354625549], [-123.10990381615176, 49.27023077086944], [-123.10992019468054, 49.270225649616236], [-123.10992024413375, 49.27022563427738], [-123.10993564503211, 49.270220398813485], [-123.1099508230452, 49.2702150781053], [-123.10995949538916, 49.27021185227097], [-123.10996634369002, 49.270209295615494], [-123.10998072636316, 49.27020362035005], [-123.10999578300246, 49.270197503676656], [-123.11001084271393, 49.27019091565005], [-123.11001089215306, 49.270190894014505], [-123.11002465347592, 49.270184600465704], [-123.11003711537238, 49.27017875251545], [-123.1105151278, 49.26994381582506], [-123.11081752869897, 49.2697951738147]"
Painted Lanes,2010.0,"[-123.11081752869897, 49.2697951738147], [-123.11081758502662, 49.26979515936837], [-123.11238183121479, 49.26902680796839]"
Painted Lanes,2010.0,"[-123.18519638693142, 49.24901856579489], [-123.1852000896466, 49.248542747972344]"
Painted Lanes,1997.0,"[-123.19684603603604, 49.23482255443391], [-123.19684607043816, 49.23482256966723], [-123.19781797741233, 49.23518231279997], [-123.19808271755893, 49.23525415133726]"
Painted Lanes,1997.0,"[-123.15440555789533, 49.21513680220554], [-123.154664772405, 49.21539118387385]"
Painted Lanes,2008.0,"[-123.11677105280032, 49.21905362572629], [-123.11681946549332, 49.21783105564849]"
Protected Bike Lanes,2012.0,"[-123.11685438724108, 49.21693872645173], [-123.11779550787836, 49.2169489229079]"
Painted Lanes,1997.0,"[-123.17587092357216, 49.22906812144755], [-123.17726769484166, 49.229608184115605]"
Protected Bike Lanes,1998.0,"[-123.09046105910814, 49.23655312075587], [-123.08983037285319, 49.236544617645066]"
Protected Bike Lanes,2017.0,"[-123.14284598995826, 49.20605499814812], [-123.14238258063547, 49.20566880848107], [-123.14196299095629, 49.205314552164474], [-123.14139551308801, 49.20483947426457]"
Protected Bike Lanes,2017.0,"[-123.14820282109547, 49.216010919098615], [-123.14799725722608, 49.215599170815395], [-123.14779117417426, 49.21518806866364], [-123.147581006321, 49.21477080776597], [-123.1473708417268, 49.214355297834636], [-123.14716066595466, 49.213937145590826], [-123.14695586499738, 49.21352957894669], [-123.14681602168274, 49.213249576086405]"
Protected Bike Lanes,1986.0,"[-123.05618862846121, 49.24827435690456], [-123.05296194260468, 49.246931213996206], [-123.0519970490814, 49.24652952590733]"
Protected Bike Lanes,2006.0,"[-123.11444927637942, 49.282354701906236], [-123.1161586140664, 49.28122479403442]"
Painted Lanes,2009.0,"[-123.14070515203329, 49.27618548650759], [-123.14008088315906, 49.275298606081186], [-123.1400425822658, 49.2751832712125], [-123.13996944220229, 49.275084092519656], [-123.13982209980858, 49.27488265902108]"
Protected Bike Lanes,2004.0,"[-123.08569784502636, 49.208374615108355], [-123.08410112730881, 49.20850916460792]"
Protected Bike Lanes,2005.0,"[-123.11632802928268, 49.28624613594224], [-123.11680905820445, 49.28592828126052], [-123.1168090897909, 49.28592826413778]"
Painted Lanes,2009.0,"[-123.04107468031205, 49.22421618747354], [-123.04109413761357, 49.22385774079269]"
Protected Bike Lanes,1993.0,"[-123.0876052277272, 49.277445794337495], [-123.08732225391601, 49.27744104318995], [-123.08732221404392, 49.27744104232055]"
Painted Lanes,1997.0,"[-123.17139836701064, 49.22735270057787], [-123.1716425440595, 49.22743312451224]"
Painted Lanes,2015.0,"[-123.15601454549206, 49.25104991026268], [-123.15711352432653, 49.25062240695487]"
Protected Bike Lanes,2009.0,"[-123.11734148539098, 49.206068386909436], [-123.11909716045645, 49.20574580960108]"
Protected Bike Lanes,1990.0,"[-123.12843139708389, 49.291880415331924], [-123.12837875005326, 49.29191545422083], [-123.12712668572043, 49.2927496276032], [-123.12728480205683, 49.292850538474774], [-123.12750872764335, 49.2927009125634], [-123.12794791344471, 49.2928422061617], [-123.12874982604133, 49.29310018903404], [-123.12948956519911, 49.293578886401974], [-123.13057612232784, 49.29285909702657], [-123.13078252027547, 49.29286093250919], [-123.13128416606972, 49.2931836731676], [-123.13138661638621, 49.29311583756063], [-123.13208457136008, 49.29356740763449]"
Protected Bike Lanes,2003.0,"[-123.1147510479461, 49.27579035733411], [-123.1148526173454, 49.276043401674976], [-123.11508237485141, 49.27621638438926], [-123.11542489458654, 49.276484586839096], [-123.11557645248931, 49.276526573294]"
Protected Bike Lanes,1990.0,"[-123.13598352948163, 49.26949677758881], [-123.13598288765702, 49.26949632318714], [-123.1358748474024, 49.26941918423347], [-123.13580581600402, 49.269369909636765], [-123.13575631410006, 49.26932017578715], [-123.13566274579776, 49.26922621030092], [-123.13566272509715, 49.26922618064106], [-123.13560274033408, 49.26909457753687], [-123.13559786506796, 49.269070180183434], [-123.13557550850373, 49.26895836910946], [-123.13554130549083, 49.2688801123256], [-123.13553994417823, 49.2688789445466], [-123.13546585202556, 49.268815415589565], [-123.13535433995918, 49.268741618329614], [-123.1352833572472, 49.26864879994058], [-123.13518155849731, 49.26856132383246], [-123.135042314019, 49.268499789484004], [-123.1348721905367, 49.26846230909883], [-123.13469352437286, 49.26845064565011], [-123.13460169546072, 49.2684444578212], [-123.13450964431482, 49.26843943865447], [-123.13438024008087, 49.26841170950512], [-123.13438018914037, 49.2684116798802], [-123.13427217597098, 49.26835741597583], [-123.1341903142224, 49.2683024811429], [-123.13413005748698, 49.268273546985455], [-123.13409577315761, 49.26825708418572], [-123.1340059218804, 49.26822724070942], [-123.13395447200939, 49.268216462052294], [-123.13390986325305, 49.26820711737448], [-123.1337567012419, 49.26819503342376], [-123.13360092702735, 49.268182742702315], [-123.13349039072291, 49.26817405696357], [-123.13335565614976, 49.26814444473147], [-123.13324995186547, 49.26808224433747], [-123.13318294504988, 49.26800519224806], [-123.13300255616524, 49.26779779710331], [-123.13298443115976, 49.267786616242226], [-123.13296690647019, 49.267775804390205], [-123.13291849556977, 49.26777082457782], [-123.13277644764894, 49.26776145478572], [-123.13248200081256, 49.26776611047036], [-123.13235513582686, 49.26761874356559], [-123.13213157024165, 49.26735902104043], [-123.13186412744855, 49.26724029756772], [-123.13166074600083, 49.26715001168516], [-123.13112097488386, 49.26726763057601], [-123.13064977629465, 49.26760154808651], [-123.13064734029263, 49.26775814829128], [-123.13064609452245, 49.26783816740626], [-123.13060466471272, 49.26790431457516], [-123.13049885432109, 49.26792233277951], [-123.12982839358182, 49.26791499419586], [-123.1297056033386, 49.26799094904714], [-123.12953427645937, 49.2680035168431], [-123.12946785829021, 49.26800838932443], [-123.12946781705516, 49.26800839027015], [-123.12908188184375, 49.26799839303578], [-123.12896382249062, 49.267977660501266], [-123.12816961139178, 49.267968117894526], [-123.12800209064409, 49.26797386263376], [-123.12787623411879, 49.26794049127369], [-123.12782981976035, 49.26792817693116], [-123.12782098889949, 49.26792583805395], [-123.12775323747293, 49.26790787670876], [-123.12773563365793, 49.26804276390607], [-123.12772500660678, 49.26812418581203]"
Painted Lanes,2006.0,"[-123.20587307758616, 49.26896298781684], [-123.2074219843842, 49.26898780591861]"
Painted Lanes,1997.0,"[-123.15879162006992, 49.22186006255997], [-123.15879214888349, 49.221860519692505], [-123.15880501735612, 49.22187185313852], [-123.15880504214755, 49.22187187559265], [-123.15881930971562, 49.221883969912874], [-123.15883385285971, 49.22189591902847], [-123.15884872500018, 49.22190767968861], [-123.15886393577904, 49.22191926087511], [-123.15887863448388, 49.22193003588785], [-123.158879449404, 49.22193063565131], [-123.15887948519342, 49.22193066168837], [-123.15889524962044, 49.22194187420252], [-123.15891135959286, 49.22195291982659], [-123.15892772578556, 49.22196377979324], [-123.1589443976432, 49.22197445583337], [-123.15896130653526, 49.221984958835634], [-123.1589785482784, 49.22199519061956], [-123.15897859368391, 49.22199521754288], [-123.1589960931533, 49.222005305045116], [-123.15899613442741, 49.22200532837603], [-123.15901385016424, 49.22201519069602], [-123.15903188531905, 49.22202487536663], [-123.15905012703276, 49.222034305183776], [-123.15905018481833, 49.22203433838672], [-123.1590687295569, 49.2220436175626], [-123.15908744803345, 49.22205268510729], [-123.15910651032091, 49.22206147332189], [-123.15912577393055, 49.222070086747706], [-123.15914524423125, 49.222078486697555], [-123.15914528548817, 49.22207850463126], [-123.15933816163768, 49.22215971883316], [-123.15967654860292, 49.22230206863499], [-123.1597334775078, 49.22232618001748], [-123.1598581749935, 49.22236756118487], [-123.15998878405716, 49.22240019512201], [-123.15998883627792, 49.22240020584401], [-123.16012389566333, 49.22242367177863], [-123.16018437068561, 49.22242989002252], [-123.16019294442621, 49.22243077136368], [-123.16026198359268, 49.222437870021224], [-123.16040162112272, 49.222442437406514], [-123.16054123744472, 49.22243748225618], [-123.16063496928687, 49.22242772880773], [-123.1606418366384, 49.222426689299034], [-123.16064696759308, 49.222425913067646], [-123.16066972037441, 49.222422828427376], [-123.1606697615563, 49.22242282297293], [-123.16067518399974, 49.22242215337864], [-123.16069269784887, 49.22242000433296], [-123.16070291426996, 49.22241882433305], [-123.16071556467736, 49.222417363891495], [-123.16073068695529, 49.22241587122426], [-123.160738646884, 49.22241507576051], [-123.16075029197513, 49.22241402509942], [-123.16076174074027, 49.22241299270093], [-123.16076977816009, 49.22241237793219], [-123.16078484803421, 49.22241124244315], [-123.16080804931306, 49.22240967735255], [-123.16081564927816, 49.22240925838701], [-123.16083126388149, 49.22240839918797], [-123.16085447924868, 49.222407367488145], [-123.1608662379039, 49.22240703448003], [-123.160877805683, 49.22240670623419], [-123.16090101871283, 49.22240622413946], [-123.16092434657426, 49.222406002743], [-123.16094766436917, 49.22240606470696], [-123.16097094731988, 49.22240639207535], [-123.16097100225534, 49.22240639289834], [-123.16099422290763, 49.22240698930751], [-123.16101743621198, 49.22240786007812], [-123.16104076711397, 49.222408996940175], [-123.16106387367061, 49.22241040396856], [-123.16107730085076, 49.222411320754574], [-123.16111019900691, 49.222413941974445], [-123.16114359510298, 49.222417229939595], [-123.1611561927362, 49.22241854906283], [-123.16117094519458, 49.222420316740944], [-123.1611791828108, 49.22242129742591], [-123.16118637104297, 49.22242222650242], [-123.16120207327096, 49.22242424112085], [-123.16121232718733, 49.22242572542354], [-123.16122484539967, 49.22242753669158], [-123.16124750550502, 49.222431012319696], [-123.16127005935559, 49.22243475255272], [-123.16129248777806, 49.222438773609], [-123.1613149239315, 49.22244305911117], [-123.16133714370544, 49.222447529314294], [-123.16135923141411, 49.22245235051329], [-123.16138127983109, 49.22245733457737], [-123.16138133206977, 49.2224573506959], [-123.16140308894184, 49.22246263200716], [-123.1614248494266, 49.22246817777029], [-123.16144638390529, 49.222473903750654], [-123.16144643201527, 49.22247391717633], [-123.16146780665332, 49.22247989884188], [-123.1614891163007, 49.22248616394542], [-123.16151018101233, 49.2224927001452], [-123.16153105954194, 49.222499415607444], [-123.16155180574819, 49.222506402008676], [-123.16157231387419, 49.2225136558988], [-123.16159262212673, 49.22252110166419], [-123.16161275538988, 49.22252878964369], [-123.16161279661871, 49.22252879858128]"
